Title,Address,Latitude,Longitude,Found Address,Match Quality,Source
Sklep 257,"RUMIA, ul. Dąbrowskiego 2a",54.570033,18.389523,"Generała Henryka Dąbrowskiego 2A, 84-230 Rumia, Poland",Match,Google
Sklep 258,"RYBNIK, ul. Sławików 4a",50.0945786,18.5346598,"Sławików 4a, 44-200 Rybnik, Poland",Match,Google
Sklep 259,"RYBNIK, ul. Kupiecka 25",50.0661741,18.5501036,"Kupiecka 25, 44-206 Rybnik, Poland",Match,Google
Sklep 260,"RYPIN, ul. Mławska 47a",53.066052,19.425127,"Mławska 47A, 87-500 Rypin, Poland",Match,Google
Sklep 261,"SEROCK, ul. Pułtuska 3",52.5109299,21.0688738,"Pułtuska 3, 05-140 Serock, Poland",Match,Google
Sklep 262,"SĘPÓLNO KRAJEŃSKIE, ul. Tadeusza Kościuszki 15k",53.4533838,17.5329388,"Tadeusza Kościuszki 15, 89-400 Sępólno Krajeńskie, Poland",Match,Google
Sklep 263,"SIERPC, ul. Konstytucji 3 maja 13",52.85305,19.6596339,"Konstytucji 3 Maja 13, 09-200 Sierpc, Poland",Match,Google
Sklep 264,"SKAWINA, ul. Wspólna 7",49.9759458,19.8305232,"Wspólna 7, 32-050 Skawina, Poland",Match,Google
Sklep 265,"SKIERNIEWICE, ul. Batorego 36",51.9528642,20.1421332,"Stefana Batorego 36, 96-100 Skierniewice, Poland",Match,Google
Sklep 266,"SKÓRZEWO, ul. Poznańska 98",52.3960673,16.8006275,"Poznańska 98, 60-185 Skórzewo, Poland",Match,Google
Sklep 267,"SKWIERZYNA, ul. Poznańska 1",52.59935,15.506576,"Poznańska 1, 66-440 Skwierzyna, Poland",Match,Google
Sklep 268,"SŁUBICE, ul. Wojska Polskiego 6b",52.35419,14.562027,"Wojska Polskiego 6B, 69-100 Słubice, Poland",Match,Google
Sklep 269,"SŁUPCA, ul. Warszawska 12",52.286508,17.875339,"Warszawska 12, 62-400 Słupca, Poland",Match,Google
Sklep 270,"SŁUPSK, ul. Małcużyńskiego 3",54.4615782,17.0013149,"Witolda Małcużyńskiego 3, 76-200 Słupsk, Poland",Match,Google
Sklep 271,"SŁUPSK, ul. Szafranka 1",54.4585784,17.0611473,"Franciszka Szafranka 1, 76-200 Słupsk, Poland",Match,Google
Sklep 272,"SŁUPSK, ul. Stefana Banacha 2A",54.4691656,17.0094565,"Stefana Banacha 2a, 76-200 Słupsk, Poland",Match,Google
Sklep 273,"SŁUPSK, ul. Psie Pole 9",54.465693,17.0398371,"Psie Pole 9, 76-200 Słupsk, Poland",Match,Google
Sklep 274,"SŁUPSK, ul. Malinowa 2 A",54.4811613,17.0494044,"Malinowa 2A, 76-200 Słupsk, Poland",Match,Google
Sklep 275,"SOLEC KUJAWSKI, ul. Leśna 2",53.0786019,18.2214799,"Leśna 2, 86-050 Solec Kujawski, Poland",Match,Google
Sklep 276,"SOSNOWIEC, al. Józefa Mireckiego 29",50.2826347,19.1201911,"aleja Józefa Mireckiego 29, 41-209 Sosnowiec, Poland",Match,Google
Sklep 277,"SOSNOWIEC, ul. Krzysztofa Kamila Baczyńskiego 25 d",50.2895807,19.0825381,"Baczyńskiego 25d, 41-203 Sosnowiec, Poland",Match,Google
Sklep 278,"STARGARD SZCZECIŃSKI, ul. Bolesława Chrobrego 8/2",53.3388198,15.0447038,"Bolesława Chrobrego 8, 73-110 Stargard, Poland",Match,Google
Sklep 279,"STARGARD, ul. Słoneczna 2",53.3392856,15.020303,"Słoneczna 2, 73-110 Stargard, Poland",Match,Google
Sklep 280,"STARGARD, ul. Piłsudskiego 19",53.3424038,15.0344324,"Marszałka Józefa Piłsudskiego 19, 73-100 Stargard, Poland",Match,Google
Sklep 281,"STARGARD, ul. Wyszyńskiego 12",53.3385474,15.0333482,"Kardynała Stefana Wyszyńskiego 12, 73-110 Stargard, Poland",Match,Google
Sklep 282,"STAROGARD GDAŃSKI, ul. Lubichowska 5",53.9642947,18.5268843,"Lubichowska 5, 83-250 Starogard Gdański, Poland",Match,Google
Sklep 283,"STĘSZEW, ul. Błonie 7",52.277946,16.689698,"Błonie 7, 62-060 Stęszew, Poland",Match,Google
Sklep 284,"STRASZYN, ul. Objazdowa 5A",54.27899,18.593321,"Objazdowa 5A, 83-010 Straszyn, Poland",Match,Google
Sklep 285,"STRZEGOM, ul. Kasztelańska 15",50.9591082,16.3521561,"Kasztelańska 15, 58-150 Strzegom, Poland",Match,Google
Sklep 286,"STRZELCE KRAJEŃSKIE, ul. Chrobrego 15",52.8793462,15.5337897,"Chrobrego 15, 66-500 Strzelce Krajeńskie, Poland",Match,Google
Sklep 287,"STRZELCE KRAJEŃSKIE, Al. Wolności 6",52.87417,15.533536,"aleja Wolności 6, 66-500 Strzelce Krajeńskie, Poland",Match,Google
Sklep 288,"STRZELIN, ul. Wojska Polskiego 16",50.7789159,17.067836,"Wojska Polskiego 16, 57-100 Strzelin, Poland",Match,Google
Sklep 289,"SULECHÓW, ul. 1-go Maja 10",52.0831645,15.6253179,"ul. 1-go Maja 10, 69-200 Sulechów, Poland",Match,Google
Sklep 290,"SULĘCIN, ul. Żeromskiego 2c",52.4396357,15.1160942,"Stefana Żeromskiego 2c, 69-200 Sulęcin, Poland",Match,Google
Sklep 291,"SYCÓW, ul. Kolejowa 1c",51.303676,17.716581,"Kolejowa 1C, 56-500 Syców, Poland",Match,Google
Sklep 292,"SZAMOTUŁY, Al. Jana Pawła II 10",52.6105469,16.586128,"aleja Jana Pawła II 10, 64-500 Szamotuły, Poland",Match,Google
Sklep 293,"SZCZECIN, ul. Modra 116",53.4551203,14.4725975,"Modra 116, 70-846 Szczecin, Poland",Match,Google
Sklep 294,"SZCZECIN, ul. Chmurna 1",53.474985,14.5195524,"Chmurna 1, 71-493 Szczecin, Poland",Match,Google
Sklep 295,"SZCZECIN, ul. Dąbska 2",53.3708875,14.6613752,"Dąbska 2, 70-789 Szczecin, Poland",Match,Google
Sklep 296,"SZCZECIN, ul. E. Gierczak 24",53.396157,14.666824,"Emilii Gierczak 24, 70-823 Szczecin, Poland",Match,Google
Sklep 297,"SZCZECIN, ul. Duńska 14",53.4590212,14.5421132,"Duńska 14, 71-795 Szczecin, Poland",Match,Google
Sklep 298,"SZCZECIN, ul. Firlika 17",53.440459,14.5748888,"Teofila Firlika 17, 71-637 Szczecin, Poland",Match,Google
Sklep 299,"SZCZECIN, ul. Kadłubka 39",53.5386314,14.5711422,"Kadłubka 39, 72-010 Police, Poland",Match,Google
Sklep 300,"SZCZECIN, ul. Krzywoustego 9-10",53.426643,14.5424321,"Bolesława Krzywoustego 9, 70-246 Szczecin, Poland",Match,Google
Sklep 301,"SZCZECIN, ul. Łukasińskiego 110c",53.439976,14.479587,"Łukasińskiego 110C, 71-215 Szczecin, Poland",Match,Google
Sklep 302,"SZCZECIN, ul. Metalowa 63A",53.3632312,14.5905409,"Metalowa 63a, 70-726 Szczecin, Poland",Match,Google
Sklep 303,"SZCZECIN, ul. Niepodległości 13",53.425574,14.551782,"aleja Niepodległości 13, 70-202 Szczecin, Poland",Match,Google
Sklep 304,"SZCZECIN, ul. Narutowicza 13e",53.42226,14.538428,"Gabriela Narutowicza 13E, 70-240 Szczecin, Poland",Match,Google
Sklep 305,"SZCZECIN, ul. Włodzimierza Ostoi-Zagórskiego 1",53.495108,14.582585,"Włodzimierza Ostoi-Zagórskiego 1, 71-837 Szczecin, Poland",Match,Google
Sklep 306,"SZCZECIN, ul. Struga 42",53.3800752,14.6652136,"Struga 42, 70-786 Szczecin, Poland",Match,Google
Sklep 307,"SZCZECIN, ul. Przyszłości 29",53.359265,14.745017,"Przyszłości 29, 70-893 Szczecin, Poland",Match,Google
Sklep 308,"SZCZECIN, ul. Smolańska 11",53.4024392,14.5282948,"Smolańska 11, 70-000 Szczecin, Poland",Match,Google
Sklep 309,"SZCZECIN, ul. Ks. Piotra Ściegiennego 25/1",53.4318605,14.5316015,"Księdza Piotra Ściegiennego 25, 70-354 Szczecin, Poland",Match,Google
Sklep 310,"SZCZECIN, ul. Zaleskiego 2d/1",53.4442517,14.5222924,"Bohdana Zaleskiego 2d, 70-495 Szczecin, Poland",Match,Google
Sklep 311,"SZCZECIN, ul. Zawadzkiego 141",53.4554009,14.4964955,"Tadeusza Zawadzkiego 141, 71-246 Szczecin, Poland",Match,Google
Sklep 312,"SZCZECIN, ul. Zielonogórska 30",53.427862,14.510028,"Zielonogórska 30, 71-083 Szczecin, Poland",Match,Google
Sklep 313,"SZCZECINEK, ul. Wyszyńskiego 38",53.7067736,16.6990047,"Kardynała Stefana Wyszyńskiego 38, 78-400 Szczecinek, Poland",Match,Google
Sklep 314,"SZKLARSKA PORĘBA, ul. Turystyczna 8a",50.8238655,15.5225887,"Turystyczna 8A, 58-580 Szklarska Poręba, Poland",Match,Google
Sklep 315,"SZPROTAWA, ul. Niepodległości 25",51.564676,15.532489,"Niepodległości 25, 67-300 Szprotawa, Poland",Match,Google
Sklep 316,"SZTUM, ul. Mickiewicza 14",53.917128,19.0370269,"Adama Mickiewicza 14, 82-400 Sztum, Poland",Match,Google
Sklep 317,"SZUBIN, ul. Kcyńska 41a",53.00472,17.7268979,"Kcyńska 41A, 89-200 Szubin, Poland",Match,Google
Sklep 318,"ŚRODA WLKP., ul. 20 Października 22",52.2257544,17.2743023,"20 Października 22, 63-000 Środa Wielkopolska, Poland",Match,Google
Sklep 319,"ŚWIDNICA, ul. Gdyńska 11",50.8488339,16.487979,"Gdyńska 11, 58-100 Świdnica, Poland",Match,Google
Sklep 320,"ŚWIDNICA, ul. Pańska 2B",50.844106,16.488832,"Pańska 2B, 58-100 Świdnica, Poland",Match,Google
Sklep 321,"ŚWIDWIN, ul. Wojska Polskiego 4 A",53.772104,15.772827,"Wojska Polskiego 4A, 78-300 Świdwin, Poland",Match,Google
Sklep 322,"ŚWIEBODZIN, ul. Piłsudskiego 35a",52.248204,15.536232,"Marszałka Józefa Piłsudskiego 35a, 66-200 Świebodzin, Poland",Match,Google
Sklep 323,"ŚWIEBODZIN, ul. Sukiennicza 32",52.255185,15.5317149,"Ul. Sukiennicza 32, 66-200 Świebodzin, Poland",Match,Google
Sklep 324,"ŚWIERKLANY, ul. Kościelna 6",50.0191283,18.578755,"Kościelna 6, 44-266 Świerklany, Poland",Match,Google
Sklep 325,"ŚWINOUJŚCIE, ul. Grunwaldzka 97 b/3",53.906649,14.24548,"Grunwaldzka 97/b/3, 72-600 Świnoujście, Poland",Match,Google
Sklep 326,"ŚWINOUJŚCIE, ul. Grunwaldzka 21",53.905297,14.241671,"Grunwaldzka 21, 72-600 Świnoujście, Poland",Match,Google
Sklep 327,"ŚWINOUJŚCIE, ul. Szkolna 4",53.903858,14.231039,"Szkolna 4, 72-600 Świnoujście, Poland",Match,Google
Sklep 328,"TCZEW, ul. Gdańska 35a",54.098126,18.7843109,"Gdańska 35A, 83-110 Tczew, Poland",Match,Google
Sklep 329,"TOMASZÓW MAZOWIECKI, ul. Warszawska 59/63",51.5408649,20.01129,"Warszawska 59, 97-200 Tomaszów Mazowiecki, Poland",Match,Google
Sklep 330,"TORUŃ, ul. Polna 8",53.0338544,18.5834588,"Polna 8, 87-100 Toruń, Poland",Match,Google
Sklep 331,"TORUŃ, ul. Niesiołowskiego 23a",53.0305495,18.6751568,"Ulica Niesiołowskiego 23, 87-100 Toruń, Poland",Match,Google
Sklep 332,"TORUŃ, ul. Dąbrowskiego 26",53.0150115,18.6094246,"Generała Jana Henryka Dąbrowskiego, 87-100 Toruń, Poland",Match,Google
Sklep 333,"TRZCIANKA, os. Poniatowskiego 2",53.0421447,16.4442426,"Osiedle Stanisława Poniatowskiego 2, 64-980 Trzcianka, Poland",Match,Google
Sklep 334,"TRZEBIATÓW, ul. Kołobrzeska 1b",54.0652552,15.2734078,"Kołobrzeska 1b, 72-320 Trzebiatów, Poland",Match,Google
Sklep 335,"TRZEBNICA, ul. Wrocławska 14 a",51.3011868,17.059189,"Wrocławska 14a, 55-100 Trzebnica, Poland",Match,Google
Sklep 336,"TUCHOLA, ul. Pocztowa 4",53.586714,17.863448,"Pocztowa 4, 89-500 Tuchola, Poland",Match,Google
Sklep 337,"TUREK, ul. Uniejowska 28",52.0121828,18.5089115,"Uniejowska 28, 62-700 Turek, Poland",Match,Google
Sklep 338,"TYCHY, ul. ks.bp.Juliusza Burschego 13",50.1296309,18.970712,"Burschego 13, 43-100 Tychy, Poland",Match,Google
Sklep 339,"TYCHY, ul. Borowa 150",50.1114857,18.9617364,"Borowa 150, 43-100 Tychy, Poland",Match,Google
Sklep 340,"USTKA, ul. Sprzymierzeńców 20",54.583126,16.859082,"Sprzymierzeńców 20, 76-270 Ustka, Poland",Match,Google
Sklep 341,"WAŁBRZYCH, ul. Wrocławska 26a",50.80383,16.2940559,"Wrocławska 26A, 58-309 Wałbrzych, Poland",Match,Google
Sklep 342,"WAŁBRZYCH, ul. Nowy Świat 2a",50.770014,16.2747602,"Nowy Świat 2A, 58-300 Wałbrzych, Poland",Match,Google
Sklep 343,"WAŁCZ, ul. Wojska Polskiego 57",53.276631,16.4828009,"Wojska Polskiego 57, 78-600 Wałcz, Poland",Match,Google
Sklep 344,"WARKA, ul. Puławska 9",51.788548,21.183266,"Puławska 9, 05-660 Warka, Poland",Match,Google
Sklep 345,"WARSZAWA, ul. Leona Berensona 30",52.3241836,21.0646527,"Leona Berensona 30, 03-289 Warszawa, Poland",Match,Google
Sklep 346,"WARSZAWA, ul. Wisełki 6",52.1867068,21.1879998,"Wisełki 6, 04-830 Warszawa, Poland",Match,Google
Sklep 347,"WARSZAWA, ul. Zwoleńska 59",52.2014189,21.1491643,"Zwoleńska 59, 04-761 Warszawa, Poland",Match,Google
Sklep 348,"WARSZAWA, ul. Wał Miedzeszyński 69",52.1548824,21.1838455,"Wał Miedzeszyński 69, 03-994 Warszawa, Poland",Match,Google
Sklep 349,"WARSZAWA, ul. Swarożyca 10",52.2838374,20.9161671,"Swarożyca 10, 01-921 Warszawa, Poland",Match,Google
Sklep 350,"WĄGROWIEC, ul. Przemysłowa 34",52.8090765,17.2106956,"Przemysłowa 34, 62-100 Wągrowiec, Poland",Match,Google
Sklep 351,"WEJHEROWO, ul. Kwiatowa 15A",54.6065104,18.2237273,"Kwiatowa 15a, 84-200 Wejherowo, Poland",Match,Google
Sklep 352,"WITNICA, ul. Ks. Józefa Bielaka 3h",52.6712946,14.9071237,"ul. Ks. Józefa Bielaka 3h, 66-460 Witnica, Poland",Match,Google
Sklep 353,"WŁOCŁAWEK, ul. Okrzei 25",52.6473203,19.0684582,"Stefana Okrzei 25, 87-810 Włocławek, Poland",Match,Google
Sklep 354,"WŁOCŁAWEK, ul. Polna 26",52.6458643,19.0992878,"Polna 26, 87-800 Włocławek, Poland",Match,Google
Sklep 355,"WOJKOWICE, ul. Sobieskiego 365",50.3671064,19.0171884,"Jana III Sobieskiego 365, 42-580 Wojkowice, Poland",Match,Google
Sklep 356,"WOLA, ul. Pszczyńska 61",50.0156812,19.1118168,"Pszczyńska 61, 43-225 Wola, Poland",Match,Google
Sklep 357,"WOLIN, ul. Mickiewicza 2c",53.8473432,14.6112692,"Mickiewicza 2C, 72-510 Wolin, Poland",Match,Google
Sklep 358,"WOLSZTYN, ul. Spacerowa 30",52.1186638,16.1281357,"Spacerowa 30, 64-200 Wolsztyn, Poland",Match,Google
Sklep 359,"WOŁÓW, ul. Wojska Polskiego 8",51.3328831,16.6369016,"Wojska Polskiego 8, 56-100 Wołów, Poland",Match,Google
Sklep 360,"WROCŁAW, ul. Szybowcowa 23",51.129937,16.9677859,"Szybowcowa 23, 54-132 Wrocław, Poland",Match,Google
Sklep 361,"WROCŁAW, ul. Kiełczowska 42",51.1468226,17.1234544,"Kiełczowska 42, 51-315 Wrocław, Poland",Match,Google
Sklep 362,"WROCŁAW, ul. Stryjska 2",51.0972875,16.9520033,"Stryjska 2, 54-613 Wrocław, Poland",Match,Google
Sklep 363,"WROCŁAW, Nowodworska 17a",51.115075,16.965521,"Nowodworska 17A, 54-433 Wrocław, Poland",Match,Google
Sklep 364,"WROCŁAW, ul. Sołtysowicka 17",51.140551,17.0706577,"Sołtysowicka 17, 51-168 Wrocław, Poland",Match,Google
Sklep 365,"WRONKI, ul. Mickiewicza 15",52.7098225,16.3785227,"Adama Mickiewicza 15, 64-510 Wronki, Poland",Match,Google
Sklep 366,"WRZEŚNIA, ul. Stefana Batorego 2a",52.3225667,17.5809467,"Batorego 2A, 62-302 Września, Poland",Match,Google
Sklep 367,"WSCHOWA, ul. Moniuszki 8",51.801484,16.319662,"Moniuszki 8, 67-400 Wschowa, Poland",Match,Google
Sklep 368,"ZABRZE, al. Bohaterów Monte Cassino 18",50.2982889,18.7934214,"aleja Bohaterów Monte Cassino 18, 41-800 Zabrze, Poland",Match,Google
Sklep 369,"ZAWADZKIE, ul. Stawowa 14",50.606611,18.482778,"Stawowa 14, 47-120 Zawadzkie, Poland",Match,Google
Sklep 370,"ZAWIERCIE, ul. Obrońców Poczty Gdańskiej 10",50.4863325,19.4154513,"Obrońców Poczty Gdańskiej 10, 42-400 Zawiercie, Poland",Match,Google
Sklep 371,"ZBĄSZYŃ, ul. 17 Stycznia 53b",52.256286,15.904217,"17 Stycznia 53B, 64-360 Zbąszyń, Poland",Match,Google
Sklep 372,"ZDUŃSKA WOLA, Plac Wolności 20A",51.6036019,18.934867,"plac Wolności 20a, 98-220 Zduńska Wola, Poland",Match,Google
Sklep 373,"ZDZIESZOWICE, ul. Filarskiego 4",50.423085,18.126525,"Filarskiego 4, 47-330 Zdzieszowice, Poland",Match,Google
Sklep 374,"ZELÓW, ul. Żeromskiego 19",51.467306,19.2183977,"Żeromskiego 19, 97-425 Zelów, Poland",Match,Google
Sklep 375,"ZIELONA GÓRA, ul. Działkowa 2",51.943601,15.4788401,"Działkowa 2, 65-775 Zielona Góra, Poland",Match,Google
Sklep 376,"ZIELONA GÓRA, ul. Ogrodowa 5",51.9318386,15.5014178,"Ogrodowa 5, 65-461 Zielona Góra, Poland",Match,Google
Sklep 377,"ZIELONA GÓRA, ul. Ułańska 1",51.946369,15.508922,"Ułańska 1, 65-033 Zielona Góra, Poland",Match,Google
Sklep 378,"ZIĘBICE, ul. Mokra 1a",50.5988891,17.0362684,"Mokra 1a, 57-220 Ziębice, Poland",Match,Google
Sklep 379,"ZŁOCIENIEC, ul. Połczyńska 10a",53.536322,16.014243,"Połczyńska 10A, 78-520 Złocieniec, Poland",Match,Google
Sklep 380,"ZŁOTORYJA, ul. Legnicka 4",51.1265421,15.9204382,"Legnicka 4, 59-500 Złotoryja, Poland",Match,Google
Sklep 381,"ZŁOTÓW, ul. Kolejowa 9A",53.35959,17.0528639,"Kolejowa 9A, 77-400 Złotów, Poland",Match,Google
Sklep 382,"ŻARY, ul. Katowicka 22",51.6340628,15.1244674,"Katowicka 22, 68-200 Żary, Poland",Match,Google
Sklep 383,"ŻNIN, ul. 700-Lecia 28c",52.846793,17.7315039,"700-lecia 28C, 88-400 Żnin, Poland",Match,Google
Sklep 384,"ŻORY, ul. Dworcowa 12A",50.0476143,18.701806,"Dworcowa 12a, 44-240 Żory, Poland",Match,Google